t,u,w,q,theta,alpha_deg,V_mps,de_cmd_deg,saturated
5.9350,17.8375,8.7694,2.5548,-1.8733,13.5000,37.9805,-15.0000,1
5.9400,17.6947,8.7974,2.5521,-1.8605,13.5000,37.8375,-15.0000,1
5.9450,17.5520,8.8253,2.5494,-1.8477,13.5000,37.6947,-15.0000,1
5.9500,17.4094,8.8532,2.5467,-1.8350,13.5000,37.5520,-15.0000,1
5.9550,17.2670,8.8811,2.5441,-1.8222,13.5000,37.4094,-15.0000,1
5.9600,17.1248,8.9090,2.5414,-1.8095,13.5000,37.2670,-15.0000,1
5.9650,16.9828,8.9368,2.5387,-1.7968,13.5000,37.1248,-15.0000,1
5.9700,16.8409,8.9647,2.5360,-1.7841,13.5000,36.9828,-15.0000,1
5.9750,16.6991,8.9925,2.5333,-1.7714,13.5000,36.8409,-15.0000,1
5.9800,16.5576,9.0203,2.5307,-1.7588,13.5000,36.6991,-15.0000,1
5.9850,16.4161,9.0481,2.5280,-1.7461,13.5000,36.5576,-15.0000,1
5.9900,16.2749,9.0759,2.5254,-1.7335,13.5000,36.4161,-15.0000,1
5.9950,16.1338,9.1036,2.5227,-1.7209,13.5000,36.2749,-15.0000,1
