t,u,w,q,theta,alpha_deg,V_mps,de_cmd_deg,saturated
4.3750,67.2399,-25.8671,-0.8875,-6.3943,-5.0000,87.1955,13.6935,1
4.3800,67.2839,-25.8724,-0.8766,-6.3988,-5.0000,87.2399,13.4279,1
4.3850,67.3274,-25.8767,-0.8637,-6.4031,-5.0000,87.2839,13.1150,1
4.3900,67.3702,-25.8798,-0.8486,-6.4075,-5.0000,87.3274,12.7466,1
4.3950,67.4122,-25.8816,-0.8308,-6.4117,-5.0000,87.3702,12.3130,1
4.4000,67.4534,-25.8818,-0.8099,-6.4158,-5.0000,87.4122,11.8030,1
4.4050,67.4935,-25.8801,-0.7852,-6.4199,-5.0000,87.4534,11.2031,1
4.4100,67.5323,-25.8762,-0.7563,-6.4238,-5.0000,87.4935,10.4978,1
4.4150,67.5698,-25.8696,-0.7223,-6.4276,-5.0000,87.5323,9.6685,1
4.4200,67.6055,-25.8599,-0.6823,-6.4312,-5.0000,87.5698,8.6939,1
4.4250,67.6393,-25.8466,-0.6353,-6.4346,-5.0000,87.6055,7.5484,1
4.4300,67.6707,-25.8289,-0.5801,-6.4378,-5.0000,87.6393,6.2023,1
4.4350,67.6994,-25.8061,-0.5152,-6.4407,-5.0000,87.6707,4.6208,1
4.4400,67.7249,-25.7774,-0.4390,-6.4433,-5.0000,87.6994,2.7627,1
4.4450,67.7466,-25.7416,-0.3495,-6.4455,-5.0000,87.7249,0.5799,1
4.4500,67.7638,-25.6976,-0.2444,-6.4472,-5.0000,87.7466,-1.9841,1
4.4550,67.7759,-25.6438,-0.1209,-6.4484,-5.0000,87.7638,-4.9959,1
4.4600,67.7818,-25.5786,0.0241,-6.4491,-5.0000,87.7759,-8.5333,1
4.4650,67.7805,-25.4999,0.1944,-6.4489,-5.0000,87.7818,-12.6880,1
4.4700,67.7708,-25.4055,0.3757,-6.4480,-5.0000,87.7805,-15.0000,1
4.4750,67.7521,-25.2944,0.5506,-6.4461,-5.0000,87.7708,-15.0000,1
4.4800,67.7247,-25.1675,0.7194,-6.4433,-5.0000,87.7521,-15.0000,1
4.4850,67.6889,-25.0257,0.8821,-6.4397,-5.0000,87.7247,-15.0000,1
4.4900,67.6450,-24.8696,1.0389,-6.4353,-5.0000,87.6889,-15.0000,1
4.4950,67.5932,-24.7001,1.1901,-6.4301,-5.0000,87.6450,-15.0000,1
4.5000,67.5339,-24.5180,1.3356,-6.4242,-5.0000,87.5932,-15.0000,1
4.5050,67.4672,-24.3239,1.4758,-6.4175,-5.0000,87.5339,-15.0000,1
4.5100,67.3935,-24.1186,1.6106,-6.4101,-5.0000,87.4672,-15.0000,1
4.5150,67.3129,-23.9028,1.7404,-6.4021,-5.0000,87.3935,-15.0000,1
4.5200,67.2258,-23.6770,1.8651,-6.3934,-5.0000,87.3129,-15.0000,1
4.5250,67.1324,-23.4419,1.9850,-6.3840,-5.0000,87.2258,-15.0000,1
4.5300,67.0328,-23.1981,2.1001,-6.3741,-5.0000,87.1324,-15.0000,1
4.5350,66.9274,-22.9462,2.2107,-6.3636,-5.0000,87.0328,-15.0000,1
4.5400,66.8163,-22.6868,2.3167,-6.3526,-5.0000,86.9274,-15.0000,1
4.5450,66.6997,-22.4203,2.4185,-6.3410,-5.0000,86.8163,-15.0000,1
4.5500,66.5779,-22.1474,2.5160,-6.3289,-5.0000,86.6997,-15.0000,1
4.5550,66.4511,-21.8685,2.6094,-6.3163,-5.0000,86.5779,-15.0000,1
4.5600,66.3194,-21.5840,2.6989,-6.3033,-5.0000,86.4511,-15.0000,1
4.5650,66.1831,-21.2946,2.7845,-6.2898,-5.0000,86.3194,-15.0000,1
4.5700,66.0423,-21.0005,2.8663,-6.2758,-5.0000,86.1831,-15.0000,1
4.5750,65.8972,-20.7022,2.9445,-6.2615,-5.0000,86.0423,-15.0000,1
4.5800,65.7481,-20.4002,3.0192,-6.2468,-5.0000,85.8972,-15.0000,1
4.5850,65.5949,-20.0948,3.0905,-6.2317,-5.0000,85.7481,-15.0000,1
4.5900,65.4380,-19.7864,3.1584,-6.2162,-5.0000,85.5949,-15.0000,1
4.5950,65.2775,-19.4753,3.2232,-6.2004,-5.0000,85.4380,-15.0000,1
4.6000,65.1135,-19.1620,3.2848,-6.1843,-5.0000,85.2775,-15.0000,1
4.6050,64.9463,-18.8467,3.3433,-6.1679,-5.0000,85.1135,-15.0000,1
4.6100,64.7758,-18.5298,3.3990,-6.1512,-5.0000,84.9463,-15.0000,1
4.6150,64.6024,-18.2115,3.4518,-6.1342,-5.0000,84.7758,-15.0000,1
4.6200,64.4261,-17.8922,3.5019,-6.1169,-5.0000,84.6024,-15.0000,1
4.6250,64.2470,-17.5721,3.5494,-6.0994,-5.0000,84.4261,-15.0000,1
4.6300,64.0653,-17.2515,3.5943,-6.0817,-5.0000,84.2470,-15.0000,1
4.6350,63.8811,-16.9306,3.6366,-6.0637,-5.0000,84.0653,-15.0000,1
4.6400,63.6946,-16.6097,3.6766,-6.0455,-5.0000,83.8811,-15.0000,1
4.6450,63.5058,-16.2891,3.7143,-6.0271,-5.0000,83.6946,-15.0000,1
4.6500,63.3149,-15.9688,3.7497,-6.0086,-5.0000,83.5058,-15.0000,1
4.6550,63.1220,-15.6492,3.7830,-5.9898,-5.0000,83.3149,-15.0000,1
4.6600,62.9272,-15.3305,3.8142,-5.9709,-5.0000,83.1220,-15.0000,1
4.6650,62.7305,-15.0127,3.8433,-5.9518,-5.0000,82.9272,-15.0000,1
4.6700,62.5322,-14.6962,3.8705,-5.9326,-5.0000,82.7305,-15.0000,1
4.6750,62.3322,-14.3810,3.8958,-5.9133,-5.0000,82.5322,-15.0000,1
4.6800,62.1308,-14.0673,3.9193,-5.8938,-5.0000,82.3322,-15.0000,1
4.6850,61.9279,-13.7553,3.9411,-5.8742,-5.0000,82.1308,-15.0000,1
4.6900,61.7237,-13.4451,3.9612,-5.8545,-5.0000,81.9279,-15.0000,1
4.6950,61.5182,-13.1369,3.9796,-5.8347,-5.0000,81.7237,-15.0000,1
4.7000,61.3116,-12.8307,3.9965,-5.8148,-5.0000,81.5182,-15.0000,1
4.7050,61.1038,-12.5268,4.0119,-5.7948,-5.0000,81.3116,-15.0000,1
4.7100,60.8951,-12.2251,4.0259,-5.7747,-5.0000,81.1038,-15.0000,1
4.7150,60.6854,-11.9258,4.0384,-5.7546,-5.0000,80.8951,-15.0000,1
4.7200,60.4749,-11.6290,4.0496,-5.7344,-5.0000,80.6854,-15.0000,1
4.7250,60.2636,-11.3348,4.0596,-5.7142,-5.0000,80.4749,-15.0000,1
4.7300,60.0515,-11.0433,4.0682,-5.6939,-5.0000,80.2636,-15.0000,1
4.7350,59.8388,-10.7545,4.0758,-5.6735,-5.0000,80.0515,-15.0000,1
4.7400,59.6255,-10.4686,4.0821,-5.6532,-5.0000,79.8388,-15.0000,1
4.7450,59.4116,-10.1855,4.0874,-5.6327,-5.0000,79.6255,-15.0000,1
4.7500,59.1972,-9.9054,4.0917,-5.6123,-5.0000,79.4116,-15.0000,1
4.7550,58.9824,-9.6283,4.0949,-5.5918,-5.0000,79.1972,-15.0000,1
4.7600,58.7672,-9.3542,4.0972,-5.5714,-5.0000,78.9824,-15.0000,1
4.7650,58.5517,-9.0832,4.0985,-5.5509,-5.0000,78.7672,-15.0000,1
4.7700,58.3360,-8.8154,4.0990,-5.5304,-5.0000,78.5517,-15.0000,1
4.7750,58.1199,-8.5507,4.0987,-5.5099,-5.0000,78.3360,-15.0000,1
4.7800,57.9037,-8.2892,4.0975,-5.4894,-5.0000,78.1199,-15.0000,1
4.7850,57.6874,-8.0310,4.0956,-5.4689,-5.0000,77.9037,-15.0000,1
4.7900,57.4709,-7.7760,4.0930,-5.4484,-5.0000,77.6874,-15.0000,1
4.7950,57.2544,-7.5243,4.0896,-5.4280,-5.0000,77.4709,-15.0000,1
4.8000,57.0378,-7.2759,4.0856,-5.4075,-5.0000,77.2544,-15.0000,1
4.8050,56.8212,-7.0308,4.0810,-5.3871,-5.0000,77.0378,-15.0000,1
4.8100,56.6047,-6.7890,4.0758,-5.3667,-5.0000,76.8212,-15.0000,1
4.8150,56.3883,-6.5505,4.0700,-5.3463,-5.0000,76.6047,-15.0000,1
4.8200,56.1720,-6.3153,4.0637,-5.3260,-5.0000,76.3883,-15.0000,1
4.8250,55.9558,-6.0835,4.0568,-5.3056,-5.0000,76.1720,-15.0000,1
4.8300,55.7397,-5.8550,4.0495,-5.2854,-5.0000,75.9558,-15.0000,1
4.8350,55.5239,-5.6299,4.0417,-5.2651,-5.0000,75.7397,-15.0000,1
4.8400,55.3083,-5.4080,4.0335,-5.2449,-5.0000,75.5239,-15.0000,1
4.8450,55.0929,-5.1895,4.0249,-5.2247,-5.0000,75.3083,-15.0000,1
4.8500,54.8778,-4.9742,4.0159,-5.2046,-4.7904,75.0929,-15.0000,1
4.8550,54.6630,-4.7623,4.0065,-5.1845,-4.1738,74.8778,-15.0000,1
4.8600,54.4485,-4.5536,3.9968,-5.1645,-3.5665,74.6630,-15.0000,1
4.8650,54.2343,-4.3481,3.9868,-5.1445,-2.9687,74.4485,-15.0000,1
4.8700,54.0205,-4.1459,3.9765,-5.1246,-2.3801,74.2343,-15.0000,1
4.8750,53.8070,-3.9469,3.9659,-5.1047,-1.8008,74.0205,-15.0000,1
4.8800,53.5940,-3.7511,3.9551,-5.0849,-1.2308,73.8070,-15.0000,1
4.8850,53.3813,-3.5585,3.9440,-5.0651,-0.6698,73.5940,-15.0000,1
4.8900,53.1690,-3.3690,3.9327,-5.0454,-0.1179,73.3813,-15.0000,1
4.8950,52.9572,-3.1826,3.9212,-5.0257,0.4249,73.1690,-15.0000,1
4.9000,52.7458,-2.9993,3.9095,-5.0061,0.9589,72.9572,-15.0000,1
4.9050,52.5349,-2.8191,3.8977,-4.9866,1.4840,72.7458,-15.0000,1
4.9100,52.3244,-2.6419,3.8857,-4.9671,2.0003,72.5349,-15.0000,1
4.9150,52.1145,-2.4677,3.8735,-4.9476,2.5080,72.3244,-15.0000,1
4.9200,51.9050,-2.2964,3.8612,-4.9283,3.0070,72.1145,-15.0000,1
4.9250,51.6960,-2.1281,3.8488,-4.9090,3.4976,71.9050,-15.0000,1
4.9300,51.4875,-1.9627,3.8363,-4.8897,3.9797,71.6960,-15.0000,1
4.9350,51.2795,-1.8002,3.8237,-4.8705,4.4535,71.4875,-15.0000,1
4.9400,51.0721,-1.6405,3.8110,-4.8514,4.9191,71.2795,-15.0000,1
4.9450,50.8651,-1.4836,3.7983,-4.8324,5.3766,71.0721,-15.0000,1
4.9500,50.6588,-1.3295,3.7855,-4.8134,5.8260,70.8651,-15.0000,1
4.9550,50.4529,-1.1781,3.7727,-4.7944,6.2676,70.6588,-15.0000,1
4.9600,50.2476,-1.0294,3.7598,-4.7756,6.7013,70.4529,-15.0000,1
4.9650,50.0429,-0.8834,3.7469,-4.7568,7.1273,70.2476,-15.0000,1
4.9700,49.8387,-0.7400,3.7340,-4.7381,7.5456,70.0429,-15.0000,1
4.9750,49.6351,-0.5991,3.7210,-4.7194,7.9565,69.8387,-15.0000,1
4.9800,49.4320,-0.4608,3.7081,-4.7008,8.3600,69.6351,-15.0000,1
4.9850,49.2295,-0.3250,3.6952,-4.6822,8.7562,69.4320,-15.0000,1
4.9900,49.0275,-0.1917,3.6823,-4.6638,9.1452,69.2295,-15.0000,1
4.9950,48.8262,-0.0608,3.6694,-4.6453,9.5272,69.0275,-15.0000,1
5.0000,48.6254,0.0677,3.6566,-4.6270,9.9021,68.8262,-15.0000,1
5.0050,48.4251,0.1938,3.6438,-4.6087,10.2703,68.6254,-15.0000,1
5.0100,48.2255,0.3177,3.6310,-4.5905,10.6317,68.4251,-15.0000,1
5.0150,48.0264,0.4392,3.6182,-4.5723,10.9864,68.2255,-15.0000,1
5.0200,47.8279,0.5586,3.6056,-4.5543,11.3347,68.0264,-15.0000,1
5.0250,47.6299,0.6757,3.5930,-4.5362,11.6765,67.8279,-15.0000,1
5.0300,47.4326,0.7906,3.5804,-4.5183,12.0120,67.6299,-15.0000,1
5.0350,47.2358,0.9035,3.5679,-4.5004,12.3413,67.4326,-15.0000,1
5.0400,47.0395,1.0142,3.5555,-4.4825,12.6646,67.2358,-15.0000,1
5.0450,46.8439,1.1229,3.5431,-4.4647,12.9818,67.0395,-15.0000,1
5.0500,46.6488,1.2296,3.5309,-4.4470,13.2932,66.8439,-15.0000,1
5.0550,46.4542,1.3343,3.5187,-4.4294,13.5000,66.6488,-15.0000,1
5.0600,46.2602,1.4371,3.5066,-4.4118,13.5000,66.4542,-15.0000,1
5.0650,46.0668,1.5380,3.4946,-4.3942,13.5000,66.2602,-15.0000,1
5.0700,45.8740,1.6370,3.4827,-4.3768,13.5000,66.0668,-15.0000,1
5.0750,45.6817,1.7342,3.4709,-4.3594,13.5000,65.8740,-15.0000,1
5.0800,45.4899,1.8295,3.4591,-4.3420,13.5000,65.6817,-15.0000,1
5.0850,45.2987,1.9232,3.4475,-4.3247,13.5000,65.4899,-15.0000,1
5.0900,45.1081,2.0151,3.4360,-4.3075,13.5000,65.2987,-15.0000,1
5.0950,44.9179,2.1053,3.4246,-4.2903,13.5000,65.1081,-15.0000,1
5.1000,44.7284,2.1939,3.4132,-4.2732,13.5000,64.9179,-15.0000,1
5.1050,44.5393,2.2809,3.4020,-4.2561,13.5000,64.7284,-15.0000,1
5.1100,44.3508,2.3662,3.3909,-4.2391,13.5000,64.5393,-15.0000,1
5.1150,44.1628,2.4501,3.3799,-4.2221,13.5000,64.3508,-15.0000,1
5.1200,43.9754,2.5324,3.3691,-4.2052,13.5000,64.1628,-15.0000,1
5.1250,43.7885,2.6132,3.3583,-4.1884,13.5000,63.9754,-15.0000,1
5.1300,43.6020,2.6926,3.3476,-4.1716,13.5000,63.7885,-15.0000,1
5.1350,43.4161,2.7706,3.3371,-4.1549,13.5000,63.6020,-15.0000,1
5.1400,43.2307,2.8471,3.3266,-4.1382,13.5000,63.4161,-15.0000,1
5.1450,43.0459,2.9223,3.3163,-4.1215,13.5000,63.2307,-15.0000,1
5.1500,42.8615,2.9962,3.3061,-4.1050,13.5000,63.0459,-15.0000,1
5.1550,42.6776,3.0688,3.2960,-4.0884,13.5000,62.8615,-15.0000,1
5.1600,42.4942,3.1401,3.2861,-4.0720,13.5000,62.6776,-15.0000,1
5.1650,42.3113,3.2102,3.2762,-4.0555,13.5000,62.4942,-15.0000,1
5.1700,42.1288,3.2791,3.2664,-4.0391,13.5000,62.3113,-15.0000,1
5.1750,41.9469,3.3468,3.2568,-4.0228,13.5000,62.1288,-15.0000,1
5.1800,41.7654,3.4133,3.2473,-4.0065,13.5000,61.9469,-15.0000,1
5.1850,41.5844,3.4787,3.2379,-3.9903,13.5000,61.7654,-15.0000,1
5.1900,41.4038,3.5431,3.2286,-3.9741,13.5000,61.5844,-15.0000,1
5.1950,41.2237,3.6063,3.2194,-3.9580,13.5000,61.4038,-15.0000,1
5.2000,41.0441,3.6685,3.2103,-3.9419,13.5000,61.2237,-15.0000,1
5.2050,40.8649,3.7297,3.2014,-3.9258,13.5000,61.0441,-15.0000,1
5.2100,40.6862,3.7899,3.1926,-3.9098,13.5000,60.8649,-15.0000,1
5.2150,40.5079,3.8491,3.1838,-3.8938,13.5000,60.6862,-15.0000,1
5.2200,40.3300,3.9074,3.1752,-3.8779,13.5000,60.5079,-15.0000,1
5.2250,40.1526,3.9647,3.1667,-3.8620,13.5000,60.3300,-15.0000,1
5.2300,39.9756,4.0212,3.1583,-3.8462,13.5000,60.1526,-15.0000,1
5.2350,39.7991,4.0768,3.1500,-3.8304,13.5000,59.9756,-15.0000,1
5.2400,39.6229,4.1315,3.1418,-3.8147,13.5000,59.7991,-15.0000,1
5.2450,39.4472,4.1854,3.1337,-3.7990,13.5000,59.6229,-15.0000,1
5.2500,39.2719,4.2385,3.1257,-3.7833,13.5000,59.4472,-15.0000,1
5.2550,39.0969,4.2908,3.1179,-3.7677,13.5000,59.2719,-15.0000,1
5.2600,38.9224,4.3423,3.1101,-3.7521,13.5000,59.0969,-15.0000,1
5.2650,38.7483,4.3931,3.1024,-3.7365,13.5000,58.9224,-15.0000,1
5.2700,38.5746,4.4432,3.0948,-3.7210,13.5000,58.7483,-15.0000,1
5.2750,38.4012,4.4926,3.0874,-3.7055,13.5000,58.5746,-15.0000,1
5.2800,38.2283,4.5412,3.0800,-3.6901,13.5000,58.4012,-15.0000,1
5.2850,38.0557,4.5893,3.0727,-3.6747,13.5000,58.2283,-15.0000,1
5.2900,37.8835,4.6366,3.0655,-3.6593,13.5000,58.0557,-15.0000,1
5.2950,37.7117,4.6834,3.0585,-3.6440,13.5000,57.8835,-15.0000,1
5.3000,37.5403,4.7295,3.0515,-3.6287,13.5000,57.7117,-15.0000,1
5.3050,37.3692,4.7750,3.0446,-3.6135,13.5000,57.5403,-15.0000,1
5.3100,37.1984,4.8200,3.0378,-3.5982,13.5000,57.3692,-15.0000,1
5.3150,37.0281,4.8643,3.0310,-3.5830,13.5000,57.1984,-15.0000,1
5.3200,36.8580,4.9082,3.0244,-3.5679,13.5000,57.0281,-15.0000,1
5.3250,36.6884,4.9515,3.0179,-3.5528,13.5000,56.8580,-15.0000,1
5.3300,36.5190,4.9943,3.0114,-3.5377,13.5000,56.6884,-15.0000,1
5.3350,36.3501,5.0366,3.0050,-3.5226,13.5000,56.5190,-15.0000,1
5.3400,36.1814,5.0784,2.9987,-3.5076,13.5000,56.3501,-15.0000,1
5.3450,36.0131,5.1198,2.9925,-3.4926,13.5000,56.1814,-15.0000,1
5.3500,35.8451,5.1606,2.9864,-3.4776,13.5000,56.0131,-15.0000,1
5.3550,35.6774,5.2011,2.9804,-3.4627,13.5000,55.8451,-15.0000,1
5.3600,35.5101,5.2411,2.9744,-3.4478,13.5000,55.6774,-15.0000,1
5.3650,35.3431,5.2807,2.9685,-3.4329,13.5000,55.5101,-15.0000,1
5.3700,35.1764,5.3199,2.9627,-3.4181,13.5000,55.3431,-15.0000,1
5.3750,35.0100,5.3587,2.9569,-3.4033,13.5000,55.1764,-15.0000,1
5.3800,34.8439,5.3971,2.9513,-3.3885,13.5000,55.0100,-15.0000,1
5.3850,34.6781,5.4352,2.9457,-3.3737,13.5000,54.8439,-15.0000,1
5.3900,34.5127,5.4729,2.9401,-3.3590,13.5000,54.6781,-15.0000,1
5.3950,34.3475,5.5103,2.9347,-3.3443,13.5000,54.5127,-15.0000,1
5.4000,34.1826,5.5473,2.9293,-3.3296,13.5000,54.3475,-15.0000,1
5.4050,34.0180,5.5840,2.9239,-3.3150,13.5000,54.1826,-15.0000,1
5.4100,33.8537,5.6204,2.9187,-3.3004,13.5000,54.0180,-15.0000,1
5.4150,33.6897,5.6565,2.9135,-3.2858,13.5000,53.8537,-15.0000,1
5.4200,33.5260,5.6923,2.9084,-3.2712,13.5000,53.6897,-15.0000,1
5.4250,33.3626,5.7278,2.9033,-3.2567,13.5000,53.5260,-15.0000,1
5.4300,33.1994,5.7631,2.8983,-3.2421,13.5000,53.3626,-15.0000,1
5.4350,33.0365,5.7981,2.8933,-3.2277,13.5000,53.1994,-15.0000,1
5.4400,32.8739,5.8328,2.8884,-3.2132,13.5000,53.0365,-15.0000,1
5.4450,32.7115,5.8673,2.8836,-3.1987,13.5000,52.8739,-15.0000,1
5.4500,32.5495,5.9015,2.8788,-3.1843,13.5000,52.7115,-15.0000,1
5.4550,32.3877,5.9355,2.8741,-3.1699,13.5000,52.5495,-15.0000,1
5.4600,32.2261,5.9693,2.8694,-3.1556,13.5000,52.3877,-15.0000,1
5.4650,32.0648,6.0029,2.8648,-3.1412,13.5000,52.2261,-15.0000,1
5.4700,31.9038,6.0362,2.8602,-3.1269,13.5000,52.0648,-15.0000,1
5.4750,31.7430,6.0694,2.8557,-3.1126,13.5000,51.9038,-15.0000,1
5.4800,31.5825,6.1024,2.8512,-3.0983,13.5000,51.7430,-15.0000,1
5.4850,31.4222,6.1352,2.8468,-3.0841,13.5000,51.5825,-15.0000,1
5.4900,31.2622,6.1678,2.8424,-3.0698,13.5000,51.4222,-15.0000,1
5.4950,31.1024,6.2002,2.8381,-3.0556,13.5000,51.2622,-15.0000,1
5.5000,30.9429,6.2325,2.8338,-3.0414,13.5000,51.1024,-15.0000,1
5.5050,30.7836,6.2646,2.8296,-3.0273,13.5000,50.9429,-15.0000,1
5.5100,30.6246,6.2965,2.8254,-3.0131,13.5000,50.7836,-15.0000,1
5.5150,30.4657,6.3283,2.8212,-2.9990,13.5000,50.6246,-15.0000,1
5.5200,30.3072,6.3600,2.8171,-2.9849,13.5000,50.4657,-15.0000,1
5.5250,30.1488,6.3915,2.8131,-2.9708,13.5000,50.3072,-15.0000,1
5.5300,29.9907,6.4229,2.8090,-2.9567,13.5000,50.1488,-15.0000,1
5.5350,29.8328,6.4541,2.8050,-2.9427,13.5000,49.9907,-15.0000,1
5.5400,29.6752,6.4852,2.8011,-2.9287,13.5000,49.8328,-15.0000,1
5.5450,29.5177,6.5162,2.7971,-2.9146,13.5000,49.6752,-15.0000,1
5.5500,29.3605,6.5471,2.7933,-2.9007,13.5000,49.5177,-15.0000,1
5.5550,29.2036,6.5779,2.7894,-2.8867,13.5000,49.3605,-15.0000,1
5.5600,29.0468,6.6086,2.7856,-2.8727,13.5000,49.2036,-15.0000,1
5.5650,28.8903,6.6392,2.7818,-2.8588,13.5000,49.0468,-15.0000,1
5.5700,28.7339,6.6696,2.7781,-2.8449,13.5000,48.8903,-15.0000,1
5.5750,28.5778,6.7000,2.7744,-2.8310,13.5000,48.7339,-15.0000,1
5.5800,28.4219,6.7303,2.7707,-2.8171,13.5000,48.5778,-15.0000,1
5.5850,28.2663,6.7605,2.7670,-2.8033,13.5000,48.4219,-15.0000,1
5.5900,28.1108,6.7906,2.7634,-2.7895,13.5000,48.2663,-15.0000,1
5.5950,27.9555,6.8206,2.7598,-2.7756,13.5000,48.1108,-15.0000,1
5.6000,27.8005,6.8506,2.7562,-2.7618,13.5000,47.9555,-15.0000,1
5.6050,27.6457,6.8805,2.7527,-2.7481,13.5000,47.8005,-15.0000,1
5.6100,27.4910,6.9103,2.7492,-2.7343,13.5000,47.6457,-15.0000,1
5.6150,27.3366,6.9400,2.7457,-2.7206,13.5000,47.4910,-15.0000,1
5.6200,27.1824,6.9697,2.7422,-2.7068,13.5000,47.3366,-15.0000,1
5.6250,27.0284,6.9993,2.7388,-2.6931,13.5000,47.1824,-15.0000,1
5.6300,26.8745,7.0288,2.7354,-2.6794,13.5000,47.0284,-15.0000,1
5.6350,26.7209,7.0583,2.7320,-2.6657,13.5000,46.8745,-15.0000,1
5.6400,26.5675,7.0877,2.7286,-2.6521,13.5000,46.7209,-15.0000,1
5.6450,26.4143,7.1171,2.7252,-2.6384,13.5000,46.5675,-15.0000,1
5.6500,26.2612,7.1464,2.7219,-2.6248,13.5000,46.4143,-15.0000,1
5.6550,26.1084,7.1757,2.7186,-2.6112,13.5000,46.2612,-15.0000,1
5.6600,25.9558,7.2049,2.7153,-2.5976,13.5000,46.1084,-15.0000,1
5.6650,25.8033,7.2341,2.7121,-2.5840,13.5000,45.9558,-15.0000,1
5.6700,25.6511,7.2632,2.7088,-2.5705,13.5000,45.8033,-15.0000,1
5.6750,25.4990,7.2923,2.7056,-2.5569,13.5000,45.6511,-15.0000,1
5.6800,25.3472,7.3214,2.7024,-2.5434,13.5000,45.4990,-15.0000,1
5.6850,25.1955,7.3504,2.6992,-2.5299,13.5000,45.3472,-15.0000,1
5.6900,25.0440,7.3793,2.6960,-2.5164,13.5000,45.1955,-15.0000,1
5.6950,24.8927,7.4083,2.6929,-2.5029,13.5000,45.0440,-15.0000,1
5.7000,24.7416,7.4372,2.6897,-2.4895,13.5000,44.8927,-15.0000,1
5.7050,24.5906,7.4660,2.6866,-2.4760,13.5000,44.7416,-15.0000,1
5.7100,24.4399,7.4948,2.6835,-2.4626,13.5000,44.5906,-15.0000,1
5.7150,24.2893,7.5236,2.6804,-2.4492,13.5000,44.4399,-15.0000,1
5.7200,24.1389,7.5524,2.6774,-2.4357,13.5000,44.2893,-15.0000,1
5.7250,23.9887,7.5811,2.6743,-2.4224,13.5000,44.1389,-15.0000,1
5.7300,23.8387,7.6098,2.6713,-2.4090,13.5000,43.9887,-15.0000,1
5.7350,23.6889,7.6385,2.6682,-2.3956,13.5000,43.8387,-15.0000,1
5.7400,23.5392,7.6672,2.6652,-2.3823,13.5000,43.6889,-15.0000,1
5.7450,23.3898,7.6958,2.6622,-2.3690,13.5000,43.5392,-15.0000,1
5.7500,23.2405,7.7244,2.6592,-2.3557,13.5000,43.3898,-15.0000,1
5.7550,23.0914,7.7530,2.6562,-2.3424,13.5000,43.2405,-15.0000,1
5.7600,22.9424,7.7815,2.6533,-2.3291,13.5000,43.0914,-15.0000,1
5.7650,22.7937,7.8101,2.6503,-2.3158,13.5000,42.9424,-15.0000,1
5.7700,22.6451,7.8386,2.6473,-2.3026,13.5000,42.7937,-15.0000,1
5.7750,22.4967,7.8671,2.6444,-2.2893,13.5000,42.6451,-15.0000,1
5.7800,22.3484,7.8955,2.6415,-2.2761,13.5000,42.4967,-15.0000,1
5.7850,22.2004,7.9240,2.6386,-2.2629,13.5000,42.3484,-15.0000,1
5.7900,22.0525,7.9524,2.6357,-2.2497,13.5000,42.2004,-15.0000,1
5.7950,21.9048,7.9808,2.6328,-2.2365,13.5000,42.0525,-15.0000,1
5.8000,21.7572,8.0092,2.6299,-2.2234,13.5000,41.9048,-15.0000,1
5.8050,21.6099,8.0376,2.6270,-2.2102,13.5000,41.7572,-15.0000,1
5.8100,21.4627,8.0659,2.6242,-2.1971,13.5000,41.6099,-15.0000,1
5.8150,21.3157,8.0943,2.6213,-2.1840,13.5000,41.4627,-15.0000,1
5.8200,21.1688,8.1226,2.6184,-2.1708,13.5000,41.3157,-15.0000,1
5.8250,21.0221,8.1509,2.6156,-2.1578,13.5000,41.1688,-15.0000,1
5.8300,20.8756,8.1792,2.6128,-2.1447,13.5000,41.0221,-15.0000,1
5.8350,20.7293,8.2074,2.6099,-2.1316,13.5000,40.8756,-15.0000,1
5.8400,20.5831,8.2357,2.6071,-2.1186,13.5000,40.7293,-15.0000,1
5.8450,20.4371,8.2639,2.6043,-2.1055,13.5000,40.5831,-15.0000,1
5.8500,20.2913,8.2921,2.6015,-2.0925,13.5000,40.4371,-15.0000,1
5.8550,20.1456,8.3203,2.5987,-2.0795,13.5000,40.2913,-15.0000,1
5.8600,20.0001,8.3485,2.5959,-2.0665,13.5000,40.1456,-15.0000,1
5.8650,19.8548,8.3767,2.5932,-2.0535,13.5000,40.0001,-15.0000,1
5.8700,19.7096,8.4048,2.5904,-2.0406,13.5000,39.8548,-15.0000,1
5.8750,19.5646,8.4330,2.5876,-2.0276,13.5000,39.7096,-15.0000,1
5.8800,19.4198,8.4611,2.5848,-2.0147,13.5000,39.5646,-15.0000,1
5.8850,19.2751,8.4892,2.5821,-2.0017,13.5000,39.4198,-15.0000,1
5.8900,19.1306,8.5173,2.5793,-1.9888,13.5000,39.2751,-15.0000,1
5.8950,18.9863,8.5454,2.5766,-1.9759,13.5000,39.1306,-15.0000,1
5.9000,18.8421,8.5734,2.5739,-1.9631,13.5000,38.9863,-15.0000,1
5.9050,18.6981,8.6015,2.5711,-1.9502,13.5000,38.8421,-15.0000,1
5.9100,18.5543,8.6295,2.5684,-1.9373,13.5000,38.6981,-15.0000,1
5.9150,18.4106,8.6575,2.5657,-1.9245,13.5000,38.5543,-15.0000,1
5.9200,18.2671,8.6855,2.5629,-1.9117,13.5000,38.4106,-15.0000,1
5.9250,18.1237,8.7135,2.5602,-1.8988,13.5000,38.2671,-15.0000,1
5.9300,17.9805,8.7415,2.5575,-1.8860,13.5000,38.1237,-15.0000,1
