t,u,w,q,theta,alpha_deg,V_mps,de_cmd_deg,saturated
1.5850,-12.9819,12.7747,2.6893,1.2702,13.5000,7.1580,-15.0000,1
1.5900,-13.1216,12.8390,2.6876,1.2836,13.5000,7.0181,-15.0000,1
1.5950,-13.2613,12.9025,2.6859,1.2970,13.5000,6.8784,-15.0000,1
1.6000,-13.4009,12.9652,2.6842,1.3105,13.5000,6.7387,-15.0000,1
1.6050,-13.5404,13.0271,2.6825,1.3239,13.5000,6.5991,-15.0000,1
1.6100,-13.6798,13.0882,2.6809,1.3373,13.5000,6.4596,-15.0000,1
1.6150,-13.8192,13.1485,2.6792,1.3507,13.5000,6.3202,-15.0000,1
1.6200,-13.9584,13.2081,2.6775,1.3641,13.5000,6.1808,-15.0000,1
1.6250,-14.0976,13.2669,2.6759,1.3775,13.5000,6.0416,-15.0000,1
1.6300,-14.2367,13.3250,2.6743,1.3909,13.5000,5.9024,-15.0000,1
1.6350,-14.3758,13.3825,2.6726,1.4042,13.5000,5.7633,-15.0000,1
1.6400,-14.5147,13.4392,2.6710,1.4176,13.5000,5.6242,-15.0000,1
1.6450,-14.6536,13.4953,2.6694,1.4310,13.5000,5.4853,-15.0000,1
1.6500,-14.7924,13.5507,2.6678,1.4443,13.5000,5.3464,-15.0000,1
1.6550,-14.9311,13.6054,2.6662,1.4576,13.5000,5.2076,-15.0000,1
1.6600,-15.0697,13.6596,2.6646,1.4710,13.5000,5.0689,-15.0000,1
1.6650,-15.2082,13.7131,2.6630,1.4843,13.5000,4.9303,-15.0000,1
1.6700,-15.3467,13.7660,2.6615,1.4976,13.5000,4.7918,-15.0000,1
1.6750,-15.4851,13.8183,2.6599,1.5109,13.5000,4.6533,-15.0000,1
1.6800,-15.6234,13.8701,2.6584,1.5242,13.5000,4.5149,-15.0000,1
1.6850,-15.7616,13.9213,2.6569,1.5375,13.5000,4.3766,-15.0000,1
1.6900,-15.8997,13.9719,2.6554,1.5508,13.5000,4.2384,-15.0000,1
1.6950,-16.0378,14.0220,2.6539,1.5641,13.5000,4.1003,-15.0000,1
1.7000,-16.1757,14.0716,2.6524,1.5773,13.5000,3.9622,-15.0000,1
1.7050,-16.3136,14.1207,2.6509,1.5906,13.5000,3.8243,-15.0000,1
1.7100,-16.4514,14.1693,2.6494,1.6039,13.5000,3.6864,-15.0000,1
1.7150,-16.5891,14.2173,2.6480,1.6171,13.5000,3.5486,-15.0000,1
1.7200,-16.7267,14.2649,2.6466,1.6304,13.5000,3.4109,-15.0000,1
1.7250,-16.8643,14.3121,2.6451,1.6436,13.5000,3.2733,-15.0000,1
1.7300,-17.0018,14.3587,2.6437,1.6568,13.5000,3.1357,-15.0000,1
1.7350,-17.1392,14.4049,2.6423,1.6700,13.5000,2.9982,-15.0000,1
1.7400,-17.2765,14.4507,2.6409,1.6832,13.5000,2.8608,-15.0000,1
1.7450,-17.4137,14.4961,2.6395,1.6964,13.5000,2.7235,-15.0000,1
1.7500,-17.5508,14.5410,2.6382,1.7096,13.5000,2.5863,-15.0000,1
1.7550,-17.6879,14.5856,2.6368,1.7228,13.5000,2.4492,-15.0000,1
1.7600,-17.8249,14.6297,2.6355,1.7360,13.5000,2.3121,-15.0000,1
1.7650,-17.9618,14.6734,2.6341,1.7492,13.5000,2.1751,-15.0000,1
1.7700,-18.0986,14.7168,2.6328,1.7624,13.5000,2.0382,-15.0000,1
1.7750,-18.2354,14.7598,2.6315,1.7755,13.5000,1.9014,-15.0000,1
1.7800,-18.3720,14.8024,2.6302,1.7887,13.5000,1.7646,-15.0000,1
1.7850,-18.5086,14.8447,2.6289,1.8018,13.5000,1.6280,-15.0000,1
1.7900,-18.6451,14.8866,2.6277,1.8150,13.5000,1.4914,-15.0000,1
1.7950,-18.7815,14.9282,2.6264,1.8281,13.5000,1.3549,-15.0000,1
1.8000,-18.9179,14.9695,2.6252,1.8413,13.5000,1.2185,-15.0000,1
1.8050,-19.0542,15.0104,2.6239,1.8544,13.5000,1.0821,-15.0000,1
1.8100,-19.1903,15.0510,2.6227,1.8675,13.5000,0.9458,-15.0000,1
1.8150,-19.3265,15.0913,2.6215,1.8806,13.5000,0.8097,-15.0000,1
1.8200,-19.4625,15.1314,2.6203,1.8937,13.5000,0.6735,-15.0000,1
1.8250,-19.5984,15.1711,2.6191,1.9068,13.5000,0.5375,-15.0000,1
1.8300,-19.7343,15.2105,2.6179,1.9199,13.5000,0.4016,-15.0000,1
1.8350,-19.8701,15.2496,2.6167,1.9330,13.5000,0.2657,-15.0000,1
1.8400,-20.0058,15.2885,2.6155,1.9461,13.5000,0.1299,-15.0000,1
1.8450,-20.1415,15.3271,2.6144,1.9592,13.5000,-0.0058,-15.0000,1
1.8500,-20.2770,15.3655,2.6132,1.9722,13.5000,-0.1415,-15.0000,1
1.8550,-20.4125,15.4036,2.6121,1.9853,13.5000,-0.2770,-15.0000,1
1.8600,-20.5479,15.4414,2.6109,1.9984,13.5000,-0.4125,-15.0000,1
1.8650,-20.6833,15.4790,2.6098,2.0114,13.5000,-0.5479,-15.0000,1
1.8700,-20.8185,15.5164,2.6087,2.0245,13.5000,-0.6833,-15.0000,1
1.8750,-20.9537,15.5535,2.6076,2.0375,13.5000,-0.8185,-15.0000,1
1.8800,-21.0888,15.5904,2.6065,2.0506,13.5000,-0.9537,-15.0000,1
1.8850,-21.2239,15.6271,2.6054,2.0636,13.5000,-1.0888,-15.0000,1
1.8900,-21.3588,15.6635,2.6043,2.0766,13.5000,-1.2239,-15.0000,1
1.8950,-21.4937,15.6998,2.6033,2.0896,13.5000,-1.3588,-15.0000,1
1.9000,-21.6285,15.7358,2.6022,2.1026,13.5000,-1.4937,-15.0000,1
1.9050,-21.7632,15.7717,2.6011,2.1157,13.5000,-1.6285,-15.0000,1
1.9100,-21.8979,15.8073,2.6001,2.1287,13.5000,-1.7632,-15.0000,1
1.9150,-22.0325,15.8427,2.5991,2.1417,13.5000,-1.8979,-15.0000,1
1.9200,-22.1670,15.8780,2.5980,2.1547,13.5000,-2.0325,-15.0000,1
1.9250,-22.3014,15.9131,2.5970,2.1677,13.5000,-2.1670,-15.0000,1
1.9300,-22.4358,15.9480,2.5960,2.1806,13.5000,-2.3014,-15.0000,1
1.9350,-22.5701,15.9827,2.5950,2.1936,13.5000,-2.4358,-15.0000,1
1.9400,-22.7043,16.0172,2.5940,2.2066,13.5000,-2.5701,-15.0000,1
1.9450,-22.8384,16.0516,2.5930,2.2196,13.5000,-2.7043,-15.0000,1
1.9500,-22.9725,16.0858,2.5920,2.2325,13.5000,-2.8384,-15.0000,1
1.9550,-23.1065,16.1199,2.5910,2.2455,13.5000,-2.9725,-15.0000,1
1.9600,-23.2404,16.1538,2.5900,2.2584,13.5000,-3.1065,-15.0000,1
1.9650,-23.3743,16.1875,2.5890,2.2714,13.5000,-3.2404,-15.0000,1
1.9700,-23.5081,16.2211,2.5881,2.2843,13.5000,-3.3743,-15.0000,1
1.9750,-23.6418,16.2546,2.5871,2.2973,13.5000,-3.5081,-15.0000,1
1.9800,-23.7754,16.2879,2.5862,2.3102,13.5000,-3.6418,-15.0000,1
1.9850,-23.9090,16.3211,2.5852,2.3231,13.5000,-3.7754,-15.0000,1
1.9900,-24.0425,16.3541,2.5843,2.3361,13.5000,-3.9090,-15.0000,1
1.9950,-24.1759,16.3870,2.5833,2.3490,13.5000,-4.0425,-15.0000,1
2.0000,-24.3093,16.4198,2.5824,2.3619,13.5000,-4.1759,-15.0000,1
2.0050,-24.4425,16.4524,2.5815,2.3748,13.5000,-4.3093,-15.0000,1
2.0100,-24.5757,16.4849,2.5806,2.3877,13.5000,-4.4425,-15.0000,1
2.0150,-24.7089,16.5173,2.5796,2.4006,13.5000,-4.5757,-15.0000,1
2.0200,-24.8419,16.5496,2.5787,2.4135,13.5000,-4.7089,-15.0000,1
2.0250,-24.9749,16.5818,2.5778,2.4264,13.5000,-4.8419,-15.0000,1
2.0300,-25.1079,16.6138,2.5769,2.4393,13.5000,-4.9749,-15.0000,1
2.0350,-25.2407,16.6458,2.5760,2.4522,13.5000,-5.1079,-15.0000,1
2.0400,-25.3735,16.6776,2.5751,2.4651,13.5000,-5.2407,-15.0000,1
2.0450,-25.5062,16.7093,2.5742,2.4779,13.5000,-5.3735,-15.0000,1
2.0500,-25.6389,16.7409,2.5734,2.4908,13.5000,-5.5062,-15.0000,1
2.0550,-25.7715,16.7724,2.5725,2.5037,13.5000,-5.6389,-15.0000,1
2.0600,-25.9040,16.8038,2.5716,2.5165,13.5000,-5.7715,-15.0000,1
2.0650,-26.0364,16.8352,2.5707,2.5294,13.5000,-5.9040,-15.0000,1
2.0700,-26.1688,16.8664,2.5699,2.5423,13.5000,-6.0364,-15.0000,1
2.0750,-26.3011,16.8975,2.5690,2.5551,13.5000,-6.1688,-15.0000,1
2.0800,-26.4333,16.9286,2.5682,2.5680,13.5000,-6.3011,-15.0000,1
2.0850,-26.5655,16.9595,2.5673,2.5808,13.5000,-6.4333,-15.0000,1
2.0900,-26.6976,16.9904,2.5664,2.5936,13.5000,-6.5655,-15.0000,1
2.0950,-26.8296,17.0211,2.5656,2.6065,13.5000,-6.6976,-15.0000,1
2.1000,-26.9615,17.0518,2.5648,2.6193,13.5000,-6.8296,-15.0000,1
2.1050,-27.0934,17.0824,2.5639,2.6321,13.5000,-6.9615,-15.0000,1
2.1100,-27.2253,17.1130,2.5631,2.6449,13.5000,-7.0934,-15.0000,1
2.1150,-27.3570,17.1434,2.5622,2.6578,13.5000,-7.2253,-15.0000,1
2.1200,-27.4887,17.1738,2.5614,2.6706,13.5000,-7.3570,-15.0000,1
2.1250,-27.6203,17.2041,2.5606,2.6834,13.5000,-7.4887,-15.0000,1
2.1300,-27.7519,17.2343,2.5598,2.6962,13.5000,-7.6203,-15.0000,1
2.1350,-27.8833,17.2645,2.5589,2.7090,13.5000,-7.7519,-15.0000,1
2.1400,-28.0147,17.2946,2.5581,2.7218,13.5000,-7.8833,-15.0000,1
2.1450,-28.1461,17.3246,2.5573,2.7346,13.5000,-8.0147,-15.0000,1
2.1500,-28.2774,17.3545,2.5565,2.7473,13.5000,-8.1461,-15.0000,1
2.1550,-28.4086,17.3844,2.5557,2.7601,13.5000,-8.2774,-15.0000,1
2.1600,-28.5397,17.4142,2.5549,2.7729,13.5000,-8.4086,-15.0000,1
2.1650,-28.6708,17.4440,2.5541,2.7857,13.5000,-8.5397,-15.0000,1
2.1700,-28.8018,17.4737,2.5533,2.7985,13.5000,-8.6708,-15.0000,1
2.1750,-28.9328,17.5033,2.5525,2.8112,13.5000,-8.8018,-15.0000,1
2.1800,-29.0636,17.5329,2.5517,2.8240,13.5000,-8.9328,-15.0000,1
2.1850,-29.1944,17.5624,2.5509,2.8367,13.5000,-9.0636,-15.0000,1
2.1900,-29.3252,17.5918,2.5501,2.8495,13.5000,-9.1944,-15.0000,1
2.1950,-29.4559,17.6212,2.5493,2.8622,13.5000,-9.3252,-15.0000,1
2.2000,-29.5865,17.6505,2.5485,2.8750,13.5000,-9.4559,-15.0000,1
2.2050,-29.7170,17.6798,2.5477,2.8877,13.5000,-9.5865,-15.0000,1
2.2100,-29.8475,17.7091,2.5470,2.9005,13.5000,-9.7170,-15.0000,1
2.2150,-29.9779,17.7382,2.5462,2.9132,13.5000,-9.8475,-15.0000,1
2.2200,-30.1082,17.7674,2.5454,2.9259,13.5000,-9.9779,-15.0000,1
2.2250,-30.2385,17.7965,2.5446,2.9387,13.5000,-10.1082,-15.0000,1
2.2300,-30.3687,17.8255,2.5439,2.9514,13.5000,-10.2385,-15.0000,1
2.2350,-30.4989,17.8545,2.5431,2.9641,13.5000,-10.3687,-15.0000,1
2.2400,-30.6290,17.8834,2.5423,2.9768,13.5000,-10.4989,-15.0000,1
2.2450,-30.7590,17.9123,2.5415,2.9895,13.5000,-10.6290,-15.0000,1
2.2500,-30.8889,17.9411,2.5408,3.0022,13.5000,-10.7590,-15.0000,1
2.2550,-31.0188,17.9699,2.5400,3.0149,13.5000,-10.8889,-15.0000,1
2.2600,-31.1486,17.9987,2.5393,3.0276,13.5000,-11.0188,-15.0000,1
2.2650,-31.2784,18.0274,2.5385,3.0403,13.5000,-11.1486,-15.0000,1
2.2700,-31.4081,18.0560,2.5377,3.0530,13.5000,-11.2784,-15.0000,1
2.2750,-31.5377,18.0847,2.5370,3.0657,13.5000,-11.4081,-15.0000,1
2.2800,-31.6673,18.1132,2.5362,3.0784,13.5000,-11.5377,-15.0000,1
2.2850,-31.7967,18.1418,2.5355,3.0911,13.5000,-11.6673,-15.0000,1
2.2900,-31.9262,18.1703,2.5347,3.1038,13.5000,-11.7967,-15.0000,1
2.2950,-32.0555,18.1988,2.5340,3.1164,13.5000,-11.9262,-15.0000,1
2.3000,-32.1848,18.2272,2.5332,3.1291,13.5000,-12.0555,-15.0000,1
2.3050,-32.3141,18.2556,2.5325,3.1418,13.5000,-12.1848,-15.0000,1
2.3100,-32.4432,18.2839,2.5317,3.1544,13.5000,-12.3141,-15.0000,1
2.3150,-32.5723,18.3122,2.5310,3.1671,13.5000,-12.4432,-15.0000,1
2.3200,-32.7014,18.3405,2.5302,3.1798,13.5000,-12.5723,-15.0000,1
2.3250,-32.8303,18.3687,2.5295,3.1924,13.5000,-12.7014,-15.0000,1
2.3300,-32.9592,18.3970,2.5288,3.2050,13.5000,-12.8303,-15.0000,1
2.3350,-33.0881,18.4251,2.5280,3.2177,13.5000,-12.9592,-15.0000,1
2.3400,-33.2169,18.4533,2.5273,3.2303,13.5000,-13.0881,-15.0000,1
2.3450,-33.3456,18.4814,2.5265,3.2430,13.5000,-13.2169,-15.0000,1
2.3500,-33.4742,18.5094,2.5258,3.2556,13.5000,-13.3456,-15.0000,1
2.3550,-33.6028,18.5375,2.5251,3.2682,13.5000,-13.4742,-15.0000,1
2.3600,-33.7313,18.5655,2.5243,3.2809,13.5000,-13.6028,-15.0000,1
2.3650,-33.8598,18.5935,2.5236,3.2935,13.5000,-13.7313,-15.0000,1
2.3700,-33.9882,18.6214,2.5229,3.3061,13.5000,-13.8598,-15.0000,1
2.3750,-34.1165,18.6493,2.5222,3.3187,13.5000,-13.9882,-15.0000,1
2.3800,-34.2448,18.6772,2.5214,3.3313,13.5000,-14.1165,-15.0000,1
2.3850,-34.3730,18.7051,2.5207,3.3439,13.5000,-14.2448,-15.0000,1
2.3900,-34.5011,18.7329,2.5200,3.3565,13.5000,-14.3730,-15.0000,1
2.3950,-34.6292,18.7607,2.5192,3.3691,13.5000,-14.5011,-15.0000,1
2.4000,-34.7572,18.7885,2.5185,3.3817,13.5000,-14.6292,-15.0000,1
2.4050,-34.8851,18.8162,2.5178,3.3943,13.5000,-14.7572,-15.0000,1
2.4100,-35.0130,18.8439,2.5171,3.4069,13.5000,-14.8851,-15.0000,1
2.4150,-35.1408,18.8716,2.5164,3.4195,13.5000,-15.0130,-15.0000,1
2.4200,-35.2686,18.8993,2.5156,3.4321,13.5000,-15.1408,-15.0000,1
2.4250,-35.3963,18.9269,2.5149,3.4447,13.5000,-15.2686,-15.0000,1
2.4300,-35.5239,18.9545,2.5142,3.4572,13.5000,-15.3963,-15.0000,1
2.4350,-35.6515,18.9821,2.5135,3.4698,13.5000,-15.5239,-15.0000,1
2.4400,-35.7790,19.0097,2.5128,3.4824,13.5000,-15.6515,-15.0000,1
2.4450,-35.9064,19.0372,2.5121,3.4949,13.5000,-15.7790,-15.0000,1
2.4500,-36.0338,19.0647,2.5113,3.5075,13.5000,-15.9064,-15.0000,1
2.4550,-36.1611,19.0922,2.5106,3.5200,13.5000,-16.0338,-15.0000,1
2.4600,-36.2883,19.1197,2.5099,3.5326,13.5000,-16.1611,-15.0000,1
2.4650,-36.4155,19.1471,2.5092,3.5452,13.5000,-16.2883,-15.0000,1
2.4700,-36.5426,19.1745,2.5085,3.5577,13.5000,-16.4155,-15.0000,1
2.4750,-36.6697,19.2019,2.5078,3.5702,13.5000,-16.5426,-15.0000,1
2.4800,-36.7967,19.2293,2.5071,3.5828,13.5000,-16.6697,-15.0000,1
2.4850,-36.9236,19.2566,2.5064,3.5953,13.5000,-16.7967,-15.0000,1
2.4900,-37.0505,19.2839,2.5057,3.6078,13.5000,-16.9236,-15.0000,1
2.4950,-37.1773,19.3112,2.5050,3.6204,13.5000,-17.0505,-15.0000,1
2.5000,-37.3040,19.3385,2.5043,3.6329,13.5000,-17.1773,-15.0000,1
2.5050,-37.4307,19.3658,2.5036,3.6454,13.5000,-17.3040,-15.0000,1
2.5100,-37.5573,19.3930,2.5028,3.6579,13.5000,-17.4307,-15.0000,1
2.5150,-37.6839,19.4202,2.5021,3.6705,13.5000,-17.5573,-15.0000,1
2.5200,-37.8104,19.4474,2.5014,3.6830,13.5000,-17.6839,-15.0000,1
2.5250,-37.9368,19.4746,2.5007,3.6955,13.5000,-17.8104,-15.0000,1
2.5300,-38.0632,19.5017,2.5000,3.7080,13.5000,-17.9368,-15.0000,1
2.5350,-38.1895,19.5289,2.4993,3.7205,13.5000,-18.0632,-15.0000,1
2.5400,-38.3157,19.5560,2.4986,3.7330,13.5000,-18.1895,-15.0000,1
2.5450,-38.4419,19.5831,2.4979,3.7455,13.5000,-18.3157,-15.0000,1
2.5500,-38.5680,19.6101,2.4972,3.7580,13.5000,-18.4419,-15.0000,1
2.5550,-38.6941,19.6372,2.4965,3.7704,13.5000,-18.5680,-15.0000,1
2.5600,-38.8200,19.6642,2.4958,3.7829,13.5000,-18.6941,-15.0000,1
2.5650,-38.9460,19.6912,2.4952,3.7954,13.5000,-18.8200,-15.0000,1
2.5700,-39.0718,19.7182,2.4945,3.8079,13.5000,-18.9460,-15.0000,1
2.5750,-39.1976,19.7452,2.4938,3.8204,13.5000,-19.0718,-15.0000,1
2.5800,-39.3234,19.7721,2.4931,3.8328,13.5000,-19.1976,-15.0000,1
2.5850,-39.4491,19.7990,2.4924,3.8453,13.5000,-19.3234,-15.0000,1
2.5900,-39.5747,19.8260,2.4917,3.8577,13.5000,-19.4491,-15.0000,1
2.5950,-39.7002,19.8529,2.4910,3.8702,13.5000,-19.5747,-15.0000,1
2.6000,-39.8257,19.8797,2.4903,3.8827,13.5000,-19.7002,-15.0000,1
2.6050,-39.9511,19.9066,2.4896,3.8951,13.5000,-19.8257,-15.0000,1
2.6100,-40.0765,19.9334,2.4889,3.9076,13.5000,-19.9511,-15.0000,1
2.6150,-40.2018,19.9603,2.4882,3.9200,13.5000,-20.0765,-15.0000,1
2.6200,-40.3271,19.9871,2.4875,3.9324,13.5000,-20.2018,-15.0000,1
2.6250,-40.4522,20.0138,2.4868,3.9449,13.5000,-20.3271,-15.0000,1
2.6300,-40.5774,20.0406,2.4862,3.9573,13.5000,-20.4522,-15.0000,1
2.6350,-40.7024,20.0674,2.4855,3.9697,13.5000,-20.5774,-15.0000,1
2.6400,-40.8274,20.0941,2.4848,3.9822,13.5000,-20.7024,-15.0000,1
2.6450,-40.9524,20.1208,2.4841,3.9946,13.5000,-20.8274,-15.0000,1
2.6500,-41.0772,20.1475,2.4834,4.0070,13.5000,-20.9524,-15.0000,1
2.6550,-41.2020,20.1742,2.4827,4.0194,13.5000,-21.0772,-15.0000,1
2.6600,-41.3268,20.2009,2.4820,4.0318,13.5000,-21.2020,-15.0000,1
2.6650,-41.4515,20.2275,2.4814,4.0443,13.5000,-21.3268,-15.0000,1
2.6700,-41.5761,20.2542,2.4807,4.0567,13.5000,-21.4515,-15.0000,1
2.6750,-41.7007,20.2808,2.4800,4.0691,13.5000,-21.5761,-15.0000,1
2.6800,-41.8252,20.3074,2.4793,4.0815,13.5000,-21.7007,-15.0000,1
2.6850,-41.9496,20.3340,2.4786,4.0939,13.5000,-21.8252,-15.0000,1
2.6900,-42.0740,20.3605,2.4779,4.1063,13.5000,-21.9496,-15.0000,1
2.6950,-42.1983,20.3871,2.4773,4.1186,13.5000,-22.0740,-15.0000,1
2.7000,-42.3226,20.4136,2.4766,4.1310,13.5000,-22.1983,-15.0000,1
2.7050,-42.4468,20.4401,2.4759,4.1434,13.5000,-22.3226,-15.0000,1
2.7100,-42.5709,20.4666,2.4752,4.1558,13.5000,-22.4468,-15.0000,1
2.7150,-42.6950,20.4931,2.4745,4.1682,13.5000,-22.5709,-15.0000,1
2.7200,-42.8190,20.5196,2.4739,4.1805,13.5000,-22.6950,-15.0000,1
2.7250,-42.9429,20.5460,2.4732,4.1929,13.5000,-22.8190,-15.0000,1
2.7300,-43.0668,20.5725,2.4725,4.2053,13.5000,-22.9429,-15.0000,1
2.7350,-43.1906,20.5989,2.4718,4.2176,13.5000,-23.0668,-15.0000,1
2.7400,-43.3144,20.6253,2.4711,4.2300,13.5000,-23.1906,-15.0000,1
2.7450,-43.4381,20.6517,2.4705,4.2424,13.5000,-23.3144,-15.0000,1
2.7500,-43.5618,20.6781,2.4698,4.2547,13.5000,-23.4381,-15.0000,1
2.7550,-43.6854,20.7045,2.4691,4.2671,13.5000,-23.5618,-15.0000,1
2.7600,-43.8089,20.7308,2.4684,4.2794,13.5000,-23.6854,-15.0000,1
2.7650,-43.9323,20.7571,2.4678,4.2917,13.5000,-23.8089,-15.0000,1
2.7700,-44.0557,20.7834,2.4671,4.3041,13.5000,-23.9323,-15.0000,1
2.7750,-44.1791,20.8098,2.4664,4.3164,13.5000,-24.0557,-15.0000,1
2.7800,-44.3024,20.8360,2.4657,4.3288,13.5000,-24.1791,-15.0000,1
2.7850,-44.4256,20.8623,2.4651,4.3411,13.5000,-24.3024,-15.0000,1
2.7900,-44.5487,20.8886,2.4644,4.3534,13.5000,-24.4256,-15.0000,1
2.7950,-44.6718,20.9148,2.4637,4.3657,13.5000,-24.5487,-15.0000,1
2.8000,-44.7949,20.9410,2.4630,4.3780,13.5000,-24.6718,-15.0000,1
2.8050,-44.9178,20.9673,2.4624,4.3904,13.5000,-24.7949,-15.0000,1
2.8100,-45.0408,20.9935,2.4617,4.4027,13.5000,-24.9178,-15.0000,1
2.8150,-45.1636,21.0196,2.4610,4.4150,13.5000,-25.0408,-15.0000,1
2.8200,-45.2864,21.0458,2.4604,4.4273,13.5000,-25.1636,-15.0000,1
2.8250,-45.4091,21.0720,2.4597,4.4396,13.5000,-25.2864,-15.0000,1
2.8300,-45.5318,21.0981,2.4590,4.4519,13.5000,-25.4091,-15.0000,1
2.8350,-45.6544,21.1242,2.4584,4.4642,13.5000,-25.5318,-15.0000,1
2.8400,-45.7770,21.1503,2.4577,4.4765,13.5000,-25.6544,-15.0000,1
2.8450,-45.8995,21.1764,2.4570,4.4888,13.5000,-25.7770,-15.0000,1
2.8500,-46.0219,21.2025,2.4563,4.5011,13.5000,-25.8995,-15.0000,1
2.8550,-46.1443,21.2286,2.4557,4.5133,13.5000,-26.0219,-15.0000,1
2.8600,-46.2666,21.2546,2.4550,4.5256,13.5000,-26.1443,-15.0000,1
2.8650,-46.3888,21.2807,2.4543,4.5379,13.5000,-26.2666,-15.0000,1
2.8700,-46.5110,21.3067,2.4537,4.5502,13.5000,-26.3888,-15.0000,1
2.8750,-46.6331,21.3327,2.4530,4.5624,13.5000,-26.5110,-15.0000,1
2.8800,-46.7552,21.3587,2.4523,4.5747,13.5000,-26.6331,-15.0000,1
2.8850,-46.8772,21.3847,2.4517,4.5870,13.5000,-26.7552,-15.0000,1
2.8900,-46.9992,21.4107,2.4510,4.5992,13.5000,-26.8772,-15.0000,1
2.8950,-47.1211,21.4366,2.4504,4.6115,13.5000,-26.9992,-15.0000,1
2.9000,-47.2429,21.4626,2.4497,4.6237,13.5000,-27.1211,-15.0000,1
2.9050,-47.3647,21.4885,2.4490,4.6360,13.5000,-27.2429,-15.0000,1
2.9100,-47.4864,21.5144,2.4484,4.6482,13.5000,-27.3647,-15.0000,1
2.9150,-47.6080,21.5403,2.4477,4.6605,13.5000,-27.4864,-15.0000,1
2.9200,-47.7296,21.5662,2.4470,4.6727,13.5000,-27.6080,-15.0000,1
2.9250,-47.8511,21.5921,2.4464,4.6849,13.5000,-27.7296,-15.0000,1
2.9300,-47.9726,21.6179,2.4457,4.6972,13.5000,-27.8511,-15.0000,1
2.9350,-48.0940,21.6438,2.4450,4.7094,13.5000,-27.9726,-15.0000,1
2.9400,-48.2154,21.6696,2.4444,4.7216,13.5000,-28.0940,-15.0000,1
2.9450,-48.3366,21.6954,2.4437,4.7338,13.5000,-28.2154,-15.0000,1
2.9500,-48.4579,21.7213,2.4431,4.7461,13.5000,-28.3366,-15.0000,1
2.9550,-48.5790,21.7470,2.4424,4.7583,13.5000,-28.4579,-15.0000,1
2.9600,-48.7002,21.7728,2.4417,4.7705,13.5000,-28.5790,-15.0000,1
2.9650,-48.8212,21.7986,2.4411,4.7827,13.5000,-28.7002,-15.0000,1
2.9700,-48.9422,21.8243,2.4404,4.7949,13.5000,-28.8212,-15.0000,1
2.9750,-49.0631,21.8501,2.4398,4.8071,13.5000,-28.9422,-15.0000,1
2.9800,-49.1840,21.8758,2.4391,4.8193,13.5000,-29.0631,-15.0000,1
2.9850,-49.3048,21.9015,2.4385,4.8315,13.5000,-29.1840,-15.0000,1
2.9900,-49.4256,21.9272,2.4378,4.8437,13.5000,-29.3048,-15.0000,1
2.9950,-49.5462,21.9529,2.4371,4.8559,13.5000,-29.4256,-15.0000,1
3.0000,-49.6669,21.9786,2.4365,4.8681,13.5000,-29.5462,-15.0000,1
3.0050,-49.7875,22.0042,2.4358,4.8802,13.5000,-29.6669,-15.0000,1
3.0100,-49.9080,22.0299,2.4352,4.8924,13.5000,-29.7875,-15.0000,1
3.0150,-50.0284,22.0555,2.4345,4.9046,13.5000,-29.9080,-15.0000,1
3.0200,-50.1488,22.0811,2.4339,4.9168,13.5000,-30.0284,-15.0000,1
3.0250,-50.2692,22.1067,2.4332,4.9289,13.5000,-30.1488,-15.0000,1
3.0300,-50.3894,22.1323,2.4325,4.9411,13.5000,-30.2692,-15.0000,1
3.0350,-50.5096,22.1579,2.4319,4.9533,13.5000,-30.3894,-15.0000,1
3.0400,-50.6298,22.1835,2.4312,4.9654,13.5000,-30.5096,-15.0000,1
3.0450,-50.7499,22.2090,2.4306,4.9776,13.5000,-30.6298,-15.0000,1
3.0500,-50.8699,22.2346,2.4299,4.9897,13.5000,-30.7499,-15.0000,1
3.0550,-50.9899,22.2601,2.4293,5.0019,13.5000,-30.8699,-15.0000,1
3.0600,-51.1098,22.2856,2.4286,5.0140,13.5000,-30.9899,-15.0000,1
3.0650,-51.2297,22.3111,2.4280,5.0262,13.5000,-31.1098,-15.0000,1
3.0700,-51.3495,22.3366,2.4273,5.0383,13.5000,-31.2297,-15.0000,1
3.0750,-51.4693,22.3621,2.4267,5.0505,13.5000,-31.3495,-15.0000,1
3.0800,-51.5889,22.3875,2.4260,5.0626,13.5000,-31.4693,-15.0000,1
3.0850,-51.7086,22.4130,2.4254,5.0747,13.5000,-31.5889,-15.0000,1
3.0900,-51.8281,22.4384,2.4247,5.0868,13.5000,-31.7086,-15.0000,1
3.0950,-51.9476,22.4638,2.4241,5.0990,13.5000,-31.8281,-15.0000,1
3.1000,-52.0671,22.4893,2.4234,5.1111,13.5000,-31.9476,-15.0000,1
3.1050,-52.1865,22.5147,2.4228,5.1232,13.5000,-32.0671,-15.0000,1
3.1100,-52.3058,22.5400,2.4221,5.1353,13.5000,-32.1865,-15.0000,1
3.1150,-52.4251,22.5654,2.4215,5.1474,13.5000,-32.3058,-15.0000,1
3.1200,-52.5443,22.5908,2.4208,5.1595,13.5000,-32.4251,-15.0000,1
3.1250,-52.6635,22.6161,2.4202,5.1716,13.5000,-32.5443,-15.0000,1
3.1300,-52.7826,22.6415,2.4195,5.1837,13.5000,-32.6635,-15.0000,1
3.1350,-52.9016,22.6668,2.4189,5.1958,13.5000,-32.7826,-15.0000,1
